" The customer doesn't exist in the system anymore"," The customer doesn't exist in the system anymore"
"""%s"" coupon code is not valid.","""%s"" kupongi kood ei kehti."
"%s / %s rate:","%s / %s kurss:"
"%s for %s","%s for %s"
"%s order(s) successfully canceled","%s tellimus(t) tühistatud"
"%s order(s) successfully put on hold","%s tellimus(t) on ootele pandud"
"%s order(s) successfully released from holding status","%s order(s) successfully released from holding status"
"* - Enter custom price excluding tax","* - Enter custom price excluding tax"
"* - Enter custom price including tax","* - Enter custom price including tax"
"About This Order:","Sellest tellimusest:"
"About Your Order","Teie tellimusest"
"Account Information","Kontoinfo"
"Action","Tegevus"
"Actions","Tegevused"
"Add","Lisa"
"Add Gift Messsage","Lisa kingile sõnum"
"Add New Address","Lisa aadress"
"Add Order Comments","Lisa tellimuse kommentaarid"
"Add Products","Lisa toode"
"Add Selected Product(s) to Option","Add Selected Product(s) to Option"
"Add Selected Product(s) to Order","Lisa valitud tooted tellimusele"
"Add To Order","Lisa tellimusele"
"Add Tracking Number","Lisa jälgimisnumber"
"Add a gift message for <strong>each gift item</strong>","Lisa kingituse sõnum <strong>igale kingitusele</strong>"
"Add a gift message for the <strong>entire order</strong>","Lisa kingituse sõnum <strong>tervele tellimusele</strong>"
"Add comment to order","Lisa märkus tellimusele"
"Add new comment to shipment","Add new comment to shipment"
"Add new tracking number","Lisa jälgimisnumber"
"Add to Cart","Lisa ostukorvi"
"Address","Aadress"
"Adjustment Fee","Täpsustav tasu"
"Adjustment Fee:","Adjustment Fee:"
"Adjustment Refund","Täpsustav tagasimakse"
"Adjustment Refund:","Adjustment Refund:"
"Allow Reorder","Luba ümbertellimus"
"Amount","Summa"
"Append Comments","Lisa kommentaarid"
"Apply","Rakenda"
"Apply Coupon Code","Rakenda kupongi kood"
"Are you sure you want to cancel this order?","Olete Te kindel, et soovite katkestada seda tellimust?"
"Are you sure?","Olete Te kindel?"
"Are you sure? This order will be cancelled and a new one will be created instead","Are you sure? This order will be cancelled and a new one will be created instead"
"Back to My Orders","Tagasi minu tellimuste juurde"
"Backordered","Backordered"
"Bill to First name","Bill to First name"
"Bill to Last name","Bill to Last name"
"Bill to Name","Maksja nimi"
"Billing Address","Maksja info"
"Buy %s for price %s","Buy %s for price %s"
"Can not add order history.","Can not add order history."
"Can not create block ""%s""","Can not create block ""%s"""
"Can not do invoice for order.","Can not do invoice for order."
"Can not do shipment for order.","Can not do shipment for order."
"Can not register existing creditmemo","Can not register existing creditmemo"
"Can not register existing invoice","Can not register existing invoice"
"Can not register existing shipment","Can not register existing shipment"
"Can't get order instance","Can't get order instance"
"Cancel","Katkesta"
"Cancel invoice","Tühista arve"
"Cancel order","Tühista tellimus"
"Canceled","Tühistatud"
"Cannot create an empty shipment.","Cannot create an empty shipment."
"Capture","Võta"
"Capture Amount","Võtmise summa"
"Capture Offline","Capture Offline"
"Capture Online","Capture Online"
"Capture invoice","Capture invoice"
"Carrier","Vedaja"
"Change Status","Change Status"
"Change status, add comments","Change status, add comments"
"Checkout totals sort order","Checkout totals sort order"
"Click to change shipping method","Kliki kohaletoimetamise viisi muutmiseks"
"Closed","Suletud"
"Comment","Märkus"
"Comment Text","Märkuse sisu"
"Comments","Märkused"
"Comments History","Märkuste ajalugu"
"Complete","Täidetud"
"Country","Riik"
"Coupons","Kupongid"
"Create","Loo"
"Create New Customer","Uus klient"
"Create New Order","Uus tellimus"
"Create New Order for %s","Loo uus tellimus %s jaoks"
"Create New Order for %s in %s","Loo uus tellimus %s asukohaga %s"
"Create New Order for New Customer","Loo uus tellimus uuele kliendile"
"Create New Order for New Customer in %s","Loo uus tellimus uuele kliendile asukohas %s"
"Create Shipment","Create Shipment"
"Create new invoice for order","Create new invoice for order"
"Create new shipment for order","Create new shipment for order"
"Created At","Loodud"
"Credit Memo","Kreeditarve"
"Credit Memo #","Kreeditarve nr"
"Credit Memo # ","Kreeditarve nr "
"Credit Memo Comment Email Sender","Kreeditarve kommentaari e-kirja saatja"
"Credit Memo Comment Email Template","Kreeditarve kommentaari e-kirja mall"
"Credit Memo Comment Email Template for Guest","Credit Memo Comment Email Template for Guest"
"Credit Memo Comments","Kreeditarve märkused"
"Credit Memo Email Sender","Kreeditarve sõnumi saatja"
"Credit Memo Email Template","Kreeditarve sõnumi põhi"
"Credit Memo Email Template for Guest","Kreeditarve sõnumi põhi registreerimata kliendile"
"Credit Memo Update","Kreeditarve uuendus"
"Credit Memo Update for Guest","Kreeditarve uuendus registreerimata kliendile"
"Credit Memo email not sent","Kreeditarve sõnum saatmata"
"Credit Memo email sent","Kreeditarve sõnum saadetud"
"Credit Memos","Kreeditarved"
"Creditmemo","Kreeditarve"
"Custom Options","Custom Options"
"Custom Price","Custom Price"
"Custom Value","Tolliväärtus"
"Customer","Klient"
"Customer Group","Kliendigrupp"
"Customer Name","Kliendi nimi"
"Customer's Current Activities","Customer's Current Activities"
"Date","Kuupäev"
"Date Shipped","Lähetamise kuupäev"
"Date of Birth","Sünnikuupäev"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)"
"Delete","Kustuta"
"Description message","Kirjeldav sõnum"
"Discount","Allahindlus"
"Discount ","Allahindlus"
"Discount (%s)","Allahindlus (%s)"
"Discount :","Allahindlus:"
"Discount Amount","Allahindluse summa"
"Discount%s","Discount%s"
"Display Order ID in Header","Näita päises tellimuse ID-d"
"Document","Document"
"Edit","Muuda"
"Edit Gift Messsage","Edit Gift Messsage"
"Edit Order #%s","Muuda tellimust nr %s"
"Email","E-posti aadress"
"Email Copy of Credit Memo","Saada e-kirjaga kreeditarve koopia"
"Email Copy of Invoice","Saada e-kirjaga arve koopia"
"Email Copy of Shipment","Saada e-kirjaga kohaletoimetamise koopia"
"Email Order Confirmation","Saada e-kirjaga tellimuse kinnitus"
"Enable","Enable"
"Enabled","Enabled"
"Error to show in shopping cart","Error to show in shopping cart"
"Excl. Tax","Maksuta"
"From","Alates"
"From Name","Kelle nimelt"
"From:","Kellelt:"
"G.T. (Base)","G.T. (baas)"
"G.T. (Purchased)","G.T. (ostetud)"
"Get shipping methods and rates","Võta kohaletoimetamise viisid ja hinnad"
"Gift","Kink"
"Gift Certificate","Gift Certificate"
"Gift Message","Kingituse sõnum"
"Gift Message for Entire Order","Gift Message for Entire Order"
"Gift Message for this Order","Kingituse sõnum sellele tootele"
"Grand Total","Kõik kokku"
"Grand Total to be charged","Grand Total to be charged"
"Grand Total:","Kõik kokku:"
"Guest","Registreerimata klient"
"Hold","Ootele"
"Hold action is not available","Hold action is not available"
"Hold order","Hold order"
"ID","ID"
"If empty, the default description above will be used","If empty, the default description above will be used"
"If empty, the default error above will be used","If empty, the default error above will be used"
"Incl. Tax","Incl. Tax"
"Information","Info"
"Invalid carrier specified.","Invalid carrier specified."
"Invalid item option format","Invalid item option format"
"Invalid qty to invoice item ""%s""","Kehtetu kogus arve tootele ""%s"""
"Invalid qty to refund item ""%s""","Kehtetu kogus raha tagastamiseks tootele ""%s"""
"Invalid qty to ship for item ""%s""","Kehtetud kogus kohaletoimetamiseks tootele ""%s"""
"Invalid renderer model","Invalid renderer model"
"Invalid request for adding product to quote","Invalid request for adding product to quote"
"Invoice","Makse sidumine"
"Invoice #","Arve nr"
"Invoice # ","Arve nr "
"Invoice #%s","Arve nr %s"
"Invoice Comment Email Sender","Arve kommentaari e-kirja saatja"
"Invoice Comment Email Template","Arve kommentaari e-kirja mall"
"Invoice Comment Email Template for Guest","Invoice Comment Email Template for Guest"
"Invoice Comments","Arve kommentaarid"
"Invoice Date","Arve kuupäev"
"Invoice Email Sender","Arve e-kirja saatja"
"Invoice Email Template","Arve e-kirja mall"
"Invoice Email Template for Guest","Arve sõnumi põhi registreerimata kliendile"
"Invoice Update","Invoice Update"
"Invoice Update for Guest","Invoice Update for Guest"
"Invoice and Packing Slip Design","Invoice and Packing Slip Design"
"Invoice can not be canceled","Invoice can not be canceled"
"Invoice can not be captured","Invoice can not be captured"
"Invoice can not be void","Invoice can not be void"
"Invoice cancel problem","Invoice cancel problem"
"Invoice capture problem","Invoice capture problem"
"Invoice email not sent","Invoice email not sent"
"Invoice email sent","Invoice email sent"
"Invoice void problem","Invoice void problem"
"Invoiced","Arve esitatud"
"Invoices","Arved"
"Item","Toode"
"Item Status","Toote staatus"
"Item object is not specified.","Item object is not specified."
"Item option with code %s already exist","Item option with code %s already exist"
"Item options declare error","Item options declare error"
"Item ordered qty","Item ordered qty"
"Item qty declare error","Item qty declare error"
"Items Invoiced","Tooteid arveks tehtud"
"Items Ordered","Tellitud tooted"
"Items Refunded","Toodete eest raha tagastatud"
"Items Shipped","Tooteid lähetatud"
"Items options declare error.","Items options declare error."
"Items to Invoice","Items to Invoice"
"Items to Refund","Tooted raha tagastamiseks"
"Items to Ship","Tooted lähetamiseks"
"Last ordered items","Viimased tellitud tooted"
"Link to the new order","Link to the new order"
"Link to the previous order","Link to the previous order"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)"
"Logo for HTML print view","Logo HTML trükivaatele"
"Logo for PDF print-outs (200x50)","Logo PDF trükistele (200x50)"
"Message","Sõnum"
"Message:","Sõnum:"
"Minimum amount","Väikseim summa"
"Minimum order amount","Vähim lubatud tellimus"
"Mixed","Mixed"
"Move to Shopping Cart","Tõsta ostukorvi"
"Move to Wishlist","Tõsta soovikorvi"
"Multi-address description message","Multi-address description message"
"Multi-address error to show in shopping cart","Multi-address error to show in shopping cart"
"My Orders","Minu tellimused"
"My Orders - Details","Minu tellimused - üksikasjalikult"
"Name","Nimi"
"New","Uus"
"New Credit Memo","Uus kreeditarve"
"New Credit Memo for Guest","Uus kreeditarve registreerimata kliendile"
"New Invoice","Uus arve"
"New Invoice for Guest","Uus arve registreerimata kliendile"
"New Order","Uus tellimus"
"New Order Confirmation Email Sender","Uue tellimuse kinnituse e-kirja saatja"
"New Order Confirmation Template","Uue tellimuse kinnituse e-kirja mall"
"New Order Confirmation Template for Guest","New Order Confirmation Template for Guest"
"New Order RSS","Uue tellimuse RSS"
"New Order for Guest","Uus tellimus registreerimata kliendile"
"New Shipment","Uus kohaletoimetamine"
"New Shipment for Guest","New Shipment for Guest"
"New Status","New Status"
"Newsletter Subscription","Uudiskirja tellimine"
"No Items","No Items"
"No Items To Refund","No Items To Refund"
"No Payment Methods","Ei ole makseviise"
"No detail for number ""%s""","Ei ole üksikasju numbrile ""%s"""
"No items","Ei ole tooteid"
"No ordered items","No ordered items"
"No shipping information available","No shipping information available"
"Not Capture","Not Capture"
"Not Notified","Teavitamata"
"Notified","Teavitatud"
"Notify Customer","Teavita klienti"
"Number","Number"
"On Hold","Ootel"
"Order","Tellimus"
"Order #","Tellimus nr"
"Order # ","Tellimus nr "
"Order # %s","Tellimus nr %s"
"Order #%s","Tellimus nr %s"
"Order #%s - %s","Tellimus nr %s - %s"
"Order API","Order API"
"Order Comment","Tellimuse kommentaar"
"Order Comment Email Sender","Tellimuse kommentaari e-kirja saatja"
"Order Comment Email Template","Tellimuse kommentaari e-kirja mall"
"Order Comment Email Template for Guest","Order Comment Email Template for Guest"
"Order Comments","Tellimuse kommentaarid"
"Order Credit Memos","Tellimuse kreeditarved"
"Order Currency:","Tellimuse valuuta:"
"Order Date","Tellimuse kuupäev"
"Order Date (%s)","Tellimuse kuupäev (%s)"
"Order Date: ","Tellimuse kuupäev: "
"Order Date: %s","Tellimuse kuupäev: %s"
"Order Details","Tellimuse üksikasjad"
"Order Grand Total","Tellimuse kogusumma"
"Order History","Tellimuse ajalugu"
"Order Information","Tellimuse info"
"Order Invoices","Tellimusega seotud arved"
"Order Shipments","Tellimusega seotud saadetised"
"Order Status","Tellimuse staatus"
"Order Subtotal","Tellimuse vahesumma"
"Order Subtotal:","Tellimuse vahesumma:"
"Order Total","Tellimuse summa"
"Order Totals","Tellimuse summad"
"Order Update","Tellimuse uuendus"
"Order Update for Guest","Order Update for Guest"
"Order View","Tellimuse vaade"
"Order invoice","Order invoice"
"Order object is not specified.","Order object is not specified."
"Order saving error: %s","Tellimuse salvestamise viga: %s"
"Order shipments","Order shipments"
"Order was not cancelled.","Order was not cancelled."
"Order was not put on hold.","Order was not put on hold."
"Order was not unholded.","Order was not unholded."
"Order was placed using %s","Tellimus esitati kasutades %s"
"Order was successfully cancelled.","Tellimus tühistatud."
"Order was successfully put on hold.","Tellimus ootele pandud."
"Order was successfully released from holding status.","Tellimus ei ole enam ootel."
"Ordered","Tellitud"
"Orders","Tellimused"
"Original Price","Alghind"
"PDF Credit Memos","PDF kreeditarved"
"PDF Invoices","PDF arved"
"PDF Packingslips","PDF pakendi slipid"
"PDF Print-outs","PDF trükised"
"PDF object is not specified.","PDF objekt on määratlemata."
"PDF page object is not specified.","PDF page object is not specified."
"Packingslip # ","Pakendiriba nr"
"Paid","Makstud"
"Paid Amount","Makstud summa"
"Partial","Osaline"
"Payment Failed","Payment Failed"
"Payment Information","Makseinfo"
"Payment Method","Makseviis"
"Payment Method:","Payment Method:"
"Pending","Vastu võetud"
"Pending PayPal","Pending PayPal"
"Pending Payment","Pending Payment"
"Placed from IP","Tehtud IP-lt"
"Please enter positive number in this field.","Please enter positive number in this field."
"Please select a customer","Vali klient"
"Please select a store","Vali pood"
"Please select products to add","Please select products to add"
"Price","Hind"
"Print","Trüki"
"Print All","Prindi kõik"
"Print All Invoices","Prindi kõik arved"
"Print All Refunds","Prindi kõik raha tagastamised"
"Print All Shipments","Prindi kõik kohaletoimetamised"
"Print Credit Memos","Prindi kreeditarved"
"Print Invoice","Prindi arve"
"Print Invoices","Prindi arved"
"Print Order","Prindi tellimus"
"Print Order # %s","Prindi tellimus number %s"
"Print Packingslips","Prindi pakendi slipid"
"Print Refund","Prindi raha tagastamine"
"Print Shipment","Prindi kohaletoimetamine"
"Processing","Töötlemine"
"Processing data problem","Processing data problem"
"Product","Toode"
"Product Name","Toote nimetus"
"Products","Tooted"
"Products in Compare List","Tooted võrdluses"
"Purchased From","Kellelt ostetud"
"Purchased On","Ostmise kuupäev"
"Purchased from (store)","Purchased from (store)"
"QTY","Kogus"
"Qty","Kogus"
"Qty Invoiced","Kogus arveks tehtud"
"Qty Ordered","Kogus tellitud"
"Qty Shipped","Kogus lähetatud"
"Qty To Add","Kogus lisamiseks"
"Qty to Invoice","Kogus arveks tegemiseks"
"Qty to Refund","Qty to Refund"
"Qty to Ship","Qty to Ship"
"Recent Orders","Viimased tellimused"
"Recently Compared Products","Viimati võrreldud tooted"
"Recently Viewed","Viimati vaadatud"
"Recently Viewed Products","Viimati vaadatud tooted"
"Refresh","Värskenda"
"Refund","Raha tagastamine"
"Refund #","Raha tagastamine nr"
"Refund #%s","Raha tagastamine nr %s"
"Refund Amount","Raha tagastamise summa"
"Refund Offline","Raha tagastamine offline"
"Refund Shipping","Refund Shipping"
"Refund Totals","Refund Totals"
"Refunded","Raha tagastatud"
"Refunds","Raha tagastamised"
"Remove","Eemalda"
"Remove Coupon Code","Eemalda kupongi kood"
"Remove tracking number","Remove tracking number"
"Reorder","Telli uuesti"
"Retrieve invoice info","Retrieve invoice info"
"Retrieve invoice information","Retrieve invoice information"
"Retrieve list of invoices by filters","Retrieve list of invoices by filters"
"Retrieve list of orders by filters","Retrieve list of orders by filters"
"Retrieve list of shipments by filters","Retrieve list of shipments by filters"
"Retrieve order information","Retrieve order information"
"Retrieve orders info","Retrieve orders info"
"Retrieve shipment info","Retrieve shipment info"
"Retrieve shipment information","Retrieve shipment information"
"Return to Stock","Return to Stock"
"Returned","Tagastatud"
"Row Subtotal","Row Subtotal"
"Row Total","Rea summa"
"SHIP TO:","VASTUVÕTJA:"
"SKU","Laokood"
"SOLD TO:","MÜÜDUD:"
"Sales","Müük"
"Sales Emails","Müügi e-kirjad"
"Sales Emails Section","Sales Emails Section"
"Sales Section","Sales Section"
"Same As Billing Address","Sama mis maksja aadress"
"Save and Close Message","Save and Close Message"
"Save in address book","Save in address book"
"Select from existing customer addresses:","Vali olemasolevatest kliendi aadressidest:"
"Send Credit Memo Comment Email Copy To","Saada kreeditarve kommentaaride e-kirja koopia saajale"
"Send Credit Memo Email Copy To","Saada kreeditarve e-kirja koopia saajale"
"Send Invoice Comment Email Copy To","Saada arve kommentaaride e-kirja koopia saajale"
"Send Invoice Email Copy To","Saada arve e-kirja koopia saajale"
"Send Order Comment Email Copy To","Saada tellimuse kommenaari e-kirja koopia saajale"
"Send Order Email Copy Method","Send Order Email Copy Method"
"Send Order Email Copy To","Saada tellimuse e-kirja koopia saajale"
"Send Shipment Comment Email Copy To","Saada lähetamise kommentaari e-kirja koopia saajale"
"Send Shipment Email Copy To","Saada lähetamise e-kirja koopia saajale"
"Send Tracking Information","Saada jälgimise info"
"Ship","Kohaletoimetamine"
"Ship to","Ship to"
"Ship to First name","Ship to First name"
"Ship to Last name","Ship to Last name"
"Ship to Name","Läheta nimele"
"Shipment","Saadetis"
"Shipment #","Saadetis nr"
"Shipment #%s","Saadetis nr %s"
"Shipment Comment Email Sender","Saadetise kommentaari e-kirja saatja"
"Shipment Comment Email Template","Saadetise kommentaari e-kirja mall"
"Shipment Comment Email Template for Guest","Shipment Comment Email Template for Guest"
"Shipment Comments","Saadetise kommentaarid"
"Shipment Email Sender","Saadetise e-kirja saatja"
"Shipment Email Template","Saadetise e-kirja mall"
"Shipment Email Template for Guest","Shipment Email Template for Guest"
"Shipment Update","Shipment Update"
"Shipment Update for Guest","Shipment Update for Guest"
"Shipment email not sent","Shipment email not sent"
"Shipment email sent","Shipment email sent"
"Shipments","Saadetised"
"Shipped","Lähetatud"
"Shipped By","Kuller"
"Shipping","Lähetamine"
"Shipping & Handling","Tarnimine"
"Shipping & Handling:","Shipping & Handling:"
"Shipping &amp; Handling","Tarnimine"
"Shipping &amp; Handling Information","Kohaletoimetamise info"
"Shipping Address","Kohaletoimetamise aadress"
"Shipping Amount","Kohaletoimetamise summa"
"Shipping Information","Kohaletoimetamise info"
"Shipping Method","Tarneviis"
"Shipping Method:","Tarneviis:"
"Shipping Refund","Kohaletoimetamise raha tagastamine"
"Shipping and Tracking Information","Kohaletoimetamise ja jälgimise info"
"Shopping Cart","Ostukorv"
"Signed Up From","Kirjutatud asukohast"
"Sku","Laokood"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout."
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","Some of the products below don't have all the required options. Please remove them and add again with all the required options."
"Sorry, no quotes are available for this order at this time.","Vabandame, sellele tellimusele ei ole hetkel koteeringuid ."
"Source object is not specified.","Source object is not specified."
"State/Province","Maakond"
"Status","Staatus"
"Store Credit","Poe krediit"
"Submit Comment","Esita kommentaar"
"Submit Credit Memo","Esita kreeditarve"
"Submit Invoice","Submit Invoice"
"Submit Order","Esita tellimus"
"Submit Shipment","Loo kohaletoimetamine"
"Subscribe to Newsletter","Telli uudiskiri"
"Subscribe to Order Status","Telli tellimuste staatus"
"Subtotal","Vahesumma"
"Subtotal after discount","Subtotal after discount"
"Subtotal:","Subtotal:"
"TAX/VAT Number","KMKR number"
"Tax","Käibemaks"
"Tax :","Tax :"
"Tax Amount","Maksu summa"
"Tax Percent","Maksu protsent"
"Telephone","Telefon"
"The item %s (SKU %s) doesn't exist in the catalog anymore","The item %s (SKU %s) doesn't exist in the catalog anymore"
"There are no printable documents related to selected orders","There are no printable documents related to selected orders"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","This message will be shown in shopping cart when subtotal after discount less than minimum amount"
"This order no longer exists.","Seda tellimust ei ole enam olemas."
"Tier Pricing","Tier Pricing"
"Title","Nimetus"
"To","Kuni"
"To Name","Kelle nimele"
"To:","Kellele:"
"Total %d product(s)","Total %d product(s)"
"Total Due","Kokku maksmiseks"
"Total Paid","Kokku makstud"
"Total Qty","Kokku kogus"
"Total Refund","Kokku raha tagastamine"
"Total Refunded","Kokku raha tagastatud"
"Total Shipping Charges","Kohaletoimetamise maksumus kokku"
"Total Tax","Maksud kokku"
"Total(ex)","Total(ex)"
"Total(inc)","Total(inc)"
"Track Order","Jälgi tellimust"
"Track all shipment(s)","Jälgi kõiki kohaletoimetamisi"
"Track all shipments","Jälgi kõiki kohaletoimetamisi"
"Track this shipment","Track this shipment"
"Track your order","Track your order"
"Tracking","Tracking"
"Tracking Number","Jälgimisnumber"
"Tracking Number(s)","Tracking Number(s)"
"Unhold","Võtta ootelt maha"
"Unhold order","Unhold order"
"Unknown State","Tundmatu maakond"
"Unknown Status","Tundmatu staatus"
"Update Changes","Uuenda muudatused"
"Update Items and Qty's","Update Items and Qty's"
"Update Qty's","Update Qty's"
"Validate each address separately in multi-address checkout","Validate each address separately in multi-address checkout"
"View","Vaata"
"View All","Vaata kõik"
"View Order","Vaata tellimust"
"Void","Kehtetu"
"Void invoice","Void invoice"
"Website","Veebisait"
"Wishlist","Soovikorv"
"You have placed no orders.","Te ei ole esitanud tellimusi."
"ZIP/Post Code","Postiindeks"
"separate by "",""","eralda komadega"
"My Orders","My Orders"
